fecha;lote_id;recolector_id;kg;precio;porcentaje_verde
2015-11-27;L18;T065;12.4;900;0.0237
2015-11-27;L18;T066;12.4;900;0.0237
2015-11-02;L18;T078;26.6;680;0.0192
2015-11-02;L18;T027;26.6;680;0.0192
2015-11-04;L18;T056;67;680;0.0216
2015-11-27;L18;T066;56.32;680;0.0054
2015-11-23;L18;T039;14.53;900;0.0073
2015-11-23;L18;T084;14.53;900;0.0073
2015-11-23;L18;T073;14.53;900;0.0073
2015-11-02;L18;T061;55.69;900;0.0182
2015-11-13;L18;T050;30.41;1200;0.0245
2015-11-13;L18;T048;30.41;1200;0.0245
2015-11-14;L18;T086;27.62;650;0.0127
2015-11-14;L18;T011;27.62;650;0.0127
2015-11-08;L18;T056;17.56;650;0.0179
2015-11-08;L18;T072;17.56;650;0.0179
2015-11-08;L18;T031;17.56;650;0.0179
2015-11-06;L18;T089;15.64;680;0.0115
2015-11-06;L18;T090;15.64;680;0.0115
2015-11-06;L18;T015;15.64;680;0.0115
2015-11-03;L18;T001;31.47;725;0.0281
2015-11-04;L18;T070;52.97;725;0.0229
2015-11-24;L18;T079;54.17;900;0.0239
2015-11-05;L18;T026;21.77;680;0.0135
2015-11-05;L18;T059;21.77;680;0.0135
2015-11-05;L18;T073;21.77;680;0.0135
2015-11-21;L18;T024;56.15;900;0.0241
2015-11-01;L18;T027;53.91;900;0.0247
2015-11-22;L18;T032;28.48;900;0.023
2015-11-22;L18;T074;28.48;900;0.023
2015-11-06;L18;T082;22.02;725;0.0211
2015-11-06;L18;T045;22.02;725;0.0211
2015-11-26;L18;T060;28.08;680;0.0232
2015-11-26;L18;T012;28.08;680;0.0232
2015-12-26;L18;T028;45.47;680;0.0217
2015-12-12;L18;T023;16.78;900;0.022
2015-12-12;L18;T075;16.78;900;0.022
2015-12-12;L18;T047;16.78;900;0.022
2015-12-12;L18;T034;13.81;900;0.0181
2015-12-12;L18;T067;13.81;900;0.0181
2015-12-12;L18;T046;13.81;900;0.0181
2015-12-05;L18;T032;21.29;650;0.0259
2015-12-05;L18;T061;21.29;650;0.0259
2015-12-05;L18;T001;21.29;650;0.0259
2015-12-15;L18;T051;18.03;1200;0.0199
2015-12-15;L18;T050;18.03;1200;0.0199
2015-12-17;L18;T039;26.59;725;0.0127
2015-12-17;L18;T078;26.59;725;0.0127
2015-12-15;L18;T074;21.82;725;0.0227
2015-12-15;L18;T004;21.82;725;0.0227
2015-12-14;L18;T017;18.15;680;0.0234
2015-12-14;L18;T033;18.15;680;0.0234
2015-12-14;L18;T096;18.15;680;0.0234
2015-12-11;L18;T029;18.02;650;0.0207
2015-12-11;L18;T019;18.02;650;0.0207
2015-12-11;L18;T025;18.02;650;0.0207
2015-12-14;L18;T100;57.66;1200;0.0213
2015-12-07;L18;T041;22.66;900;0.0243
2015-12-07;L18;T054;22.66;900;0.0243
2015-12-07;L18;T015;22.66;900;0.0243
2015-12-15;L18;T019;20.15;680;0.0204
2015-12-15;L18;T093;20.15;680;0.0204
2015-12-15;L18;T016;20.15;680;0.0204
2015-12-09;L18;T091;19.8;725;0.0226
2015-12-09;L18;T069;19.8;725;0.0226
2015-12-09;L18;T085;19.8;725;0.0226
2015-12-16;L18;T086;27.55;650;0.017
2015-12-16;L18;T091;27.55;650;0.017
2015-12-15;L18;T058;24.91;680;0.0247
2015-12-15;L18;T016;24.91;680;0.0247
2015-12-24;L18;T005;32.96;680;0.0122
2015-12-24;L18;T046;32.96;680;0.0122
2015-12-18;L18;T058;16.02;680;0.0236
2015-12-18;L18;T057;16.02;680;0.0236
2015-12-18;L18;T021;16.02;680;0.0236
2015-12-28;L18;T084;22.8;1200;0.0184
2015-12-28;L18;T052;22.8;1200;0.0184
2015-12-02;L18;T016;59.95;725;0.0174
2015-12-27;L18;T066;19.85;725;0.0194
2015-12-27;L18;T010;19.85;725;0.0194
2015-12-27;L18;T036;19.85;725;0.0194
2015-12-17;L18;T096;15.49;680;0.0192
2015-12-17;L18;T088;15.49;680;0.0192
2015-12-17;L18;T003;15.49;680;0.0192
2015-01-28;L18;T096;40.83;680;0.0109
2015-01-08;L18;T093;64.98;725;0.0186
2015-01-01;L18;T041;18.66;680;0.0158
2015-01-01;L18;T018;18.66;680;0.0158
2015-01-01;L18;T017;18.66;680;0.0158
2015-01-19;L18;T015;26.38;1200;0.0255
2015-01-19;L18;T043;26.38;1200;0.0255
2015-01-19;L18;T045;26.38;1200;0.0255
2015-01-22;L18;T100;13.17;725;0.0185
2015-01-22;L18;T086;13.17;725;0.0185
2015-01-22;L18;T045;13.17;725;0.0185
2015-01-05;L18;T067;13.18;650;0.025
2015-01-05;L18;T059;13.18;650;0.025
2015-01-05;L18;T057;13.18;650;0.025
2015-01-13;L18;T047;52.59;680;0.0277
2015-01-27;L18;T098;61.66;725;0.0181
2015-01-11;L18;T084;19.4;680;0.0215
2015-01-11;L18;T063;19.4;680;0.0215
2015-01-11;L18;T065;19.4;680;0.0215
2015-01-07;L18;T078;55.02;680;0.0245
2015-01-27;L18;T058;17.1;725;0.0227
2015-01-27;L18;T002;17.1;725;0.0227
2015-01-27;L18;T048;17.1;725;0.0227
2015-01-08;L18;T060;20.28;900;0.0123
2015-01-08;L18;T013;20.28;900;0.0123
2015-01-08;L18;T058;20.28;900;0.0123
2015-01-15;L18;T027;43.02;725;0.0221
2015-01-14;L18;T038;20.24;1200;0.0215
2015-01-14;L18;T074;20.24;1200;0.0215
2015-01-14;L18;T017;20.24;1200;0.0215
2015-01-15;L18;T002;20.03;725;0.0239
2015-01-15;L18;T048;20.03;725;0.0239
2015-01-15;L18;T033;20.03;725;0.0239
2015-01-16;L18;T091;58.22;725;0.0181
2015-01-23;L18;T006;28.69;900;0.0159
2015-01-23;L18;T021;28.69;900;0.0159
2015-01-08;L18;T028;24.83;680;0.0206
2015-01-08;L18;T016;24.83;680;0.0206
2015-01-19;L18;T033;39.92;650;0.0241
2015-01-11;L18;T062;16.73;680;0.0232
2015-01-11;L18;T067;16.73;680;0.0232
2015-01-11;L18;T051;16.73;680;0.0232
2015-02-09;L18;T046;56.8;650;0.0158
2015-02-02;L18;T017;21.43;680;0.0185
2015-02-02;L18;T064;21.43;680;0.0185
2015-02-08;L18;T023;57.28;900;0.0162
2015-02-23;L18;T017;26.97;1200;0.0151
2015-02-23;L18;T077;26.97;1200;0.0151
2015-02-27;L18;T027;45.78;900;0.0312
2015-02-27;L18;T044;27.41;680;0.0229
2015-02-27;L18;T012;27.41;680;0.0229
2015-02-05;L18;T049;45.75;900;0.0219
2015-02-14;L18;T044;60.82;680;0.0145
2015-02-01;L18;T024;27.83;725;0.0139
2015-02-01;L18;T050;27.83;725;0.0139
2015-02-27;L18;T096;33;725;0.0228
2015-02-27;L18;T032;33;725;0.0228
2015-02-10;L18;T013;16.85;1200;0.0144
2015-02-10;L18;T051;16.85;1200;0.0144
2015-02-10;L18;T032;16.85;1200;0.0144
2015-02-20;L18;T076;22.75;725;0.0199
2015-02-20;L18;T015;22.75;725;0.0199
2015-02-09;L18;T007;55.82;680;0.0189
2015-02-10;L18;T031;21.39;900;0.0221
2015-02-10;L18;T040;21.39;900;0.0221
2015-02-10;L18;T099;21.39;900;0.0221
2015-02-15;L18;T049;26.25;725;0.0197
2015-02-15;L18;T092;26.25;725;0.0197
2015-02-18;L18;T091;54.71;1200;0.0158
2015-02-21;L18;T090;25.4;680;0.0176
2015-02-21;L18;T049;25.4;680;0.0176
2015-02-10;L18;T097;51.27;1200;0.0268
2015-02-14;L18;T063;25.97;900;0.0283
2015-02-14;L18;T061;25.97;900;0.0283
2015-02-12;L18;T006;20.68;1200;0.0152
2015-02-12;L18;T076;20.68;1200;0.0152
2015-02-18;L18;T004;42.98;725;0.0146
2015-02-04;L18;T099;28.27;725;0.0198
2015-02-04;L18;T042;28.27;725;0.0198
2015-02-19;L18;T020;41.25;1200;0.0247
2015-03-22;L18;T067;23.22;1200;0.0216
2015-03-22;L18;T071;23.22;1200;0.0216
2015-03-03;L18;T049;50.72;1200;0.0116
2015-03-07;L18;T029;30.98;725;0.0194
2015-03-07;L18;T070;30.98;725;0.0194
2015-03-27;L18;T074;56.21;725;0.0257
2015-03-07;L18;T095;27.68;650;0.0334
2015-03-07;L18;T037;27.68;650;0.0334
2015-03-26;L18;T028;47.86;1200;0.0193
2015-03-01;L18;T080;13.35;725;0.0163
2015-03-01;L18;T074;13.35;725;0.0163
2015-03-01;L18;T044;13.35;725;0.0163
2015-03-09;L18;T023;64.6;1200;0.0168
2015-03-03;L18;T075;22.7;1200;0.0244
2015-03-03;L18;T042;22.7;1200;0.0244
2015-03-27;L18;T011;21.33;1200;0.0206
2015-03-27;L18;T034;21.33;1200;0.0206
2015-03-27;L18;T098;21.33;1200;0.0206
2015-03-08;L18;T017;56.13;900;0.0166
2015-03-05;L18;T035;38.03;1200;0.0171
2015-03-23;L18;T076;20.18;650;0.0215
2015-03-23;L18;T099;20.18;650;0.0215
2015-03-23;L18;T041;20.18;650;0.0215
2015-03-02;L18;T020;19.78;650;0.0186
2015-03-02;L18;T084;19.78;650;0.0186
2015-03-02;L18;T046;19.78;650;0.0186
2015-03-22;L18;T088;13.87;725;0.0212
2015-03-22;L18;T073;13.87;725;0.0212
2015-03-22;L18;T041;13.87;725;0.0212
2015-03-17;L18;T095;64.06;725;0.0197
2015-03-07;L18;T026;51.47;725;0.0197
2015-03-18;L18;T011;19.05;900;0.0144
2015-03-18;L18;T092;19.05;900;0.0144
2015-03-18;L18;T041;19.05;900;0.0144
2015-03-09;L18;T019;27.56;1200;0.0198
2015-03-09;L18;T092;27.56;1200;0.0198
2015-03-12;L18;T100;52.27;650;0.0194
2015-03-09;L18;T055;56.29;900;0.0192
2015-03-23;L18;T098;30.09;725;0.0135
2015-03-23;L18;T003;30.09;725;0.0135
2015-03-16;L18;T048;63.19;1200;0.0183
2015-03-09;L18;T071;67.87;680;0.0171
2015-03-17;L18;T033;46.26;650;0.0257
2015-03-15;L18;T093;41.1;725;0.0173
2015-03-11;L18;T030;30.84;1200;0.0205
2015-03-11;L18;T096;30.84;1200;0.0205
2015-08-21;L19;T072;47.14;680;0.0216
2015-08-12;L19;T086;24.96;1200;0.0227
2015-08-12;L19;T002;24.96;1200;0.0227
2015-08-14;L19;T093;64;680;0.018
2015-08-11;L19;T049;17.07;1200;0.0098
2015-08-11;L19;T016;17.07;1200;0.0098
2015-08-11;L19;T091;17.07;1200;0.0098
2015-08-22;L19;T019;22;1200;0.0185
2015-08-22;L19;T022;22;1200;0.0185
2015-08-01;L19;T080;18.93;725;0.0012
2015-08-01;L19;T092;18.93;725;0.0012
2015-08-01;L19;T020;18.93;725;0.0012
2015-08-11;L19;T015;20.38;900;0.0117
2015-08-11;L19;T035;20.38;900;0.0117
2015-08-28;L19;T019;59.06;1200;0.0176
2015-08-23;L19;T059;16.3;680;0.0233
2015-08-23;L19;T014;16.3;680;0.0233
2015-08-23;L19;T032;16.3;680;0.0233
2015-08-13;L19;T061;30.29;900;0.0202
2015-08-13;L19;T010;30.29;900;0.0202
2015-08-01;L19;T065;13.05;900;0.0141
2015-08-01;L19;T078;13.05;900;0.0141
2015-08-01;L19;T030;13.05;900;0.0141
2015-08-24;L19;T017;53.67;1200;0.0204
2015-08-12;L19;T079;15.11;1200;0.0259
2015-08-12;L19;T040;15.11;1200;0.0259
2015-08-12;L19;T025;15.11;1200;0.0259
2015-08-22;L19;T095;19.97;1200;0.0133
2015-08-22;L19;T014;19.97;1200;0.0133
2015-08-22;L19;T001;19.97;1200;0.0133
2015-08-20;L19;T047;43.94;650;0.0261
2015-08-04;L19;T081;35.97;650;0.0182
2015-08-16;L19;T085;17.15;680;0.0254
2015-08-16;L19;T049;17.15;680;0.0254
2015-08-16;L19;T088;17.15;680;0.0254
2015-08-07;L19;T064;16.34;680;0.0261
2015-08-07;L19;T040;16.34;680;0.0261
2015-08-07;L19;T094;16.34;680;0.0261
2015-08-09;L19;T045;58.22;680;0.021
2015-08-20;L19;T035;19.29;725;0.0173
2015-08-20;L19;T084;19.29;725;0.0173
2015-08-22;L19;T003;19.25;650;0.0114
2015-08-22;L19;T081;19.25;650;0.0114
2015-08-22;L19;T082;19.25;650;0.0114
2015-08-15;L19;T091;16.96;650;0.0207
2015-08-15;L19;T076;16.96;650;0.0207
2015-08-15;L19;T067;16.96;650;0.0207
2015-08-07;L19;T048;14.6;650;0.0269
2015-08-07;L19;T005;14.6;650;0.0269
2015-08-07;L19;T078;14.6;650;0.0269
2015-08-03;L19;T056;12.27;900;0.0233
2015-08-03;L19;T017;12.27;900;0.0233
2015-08-03;L19;T008;12.27;900;0.0233
2015-09-26;L19;T089;17.78;650;0.0186
2015-09-26;L19;T061;17.78;650;0.0186
2015-09-26;L19;T067;17.78;650;0.0186
2015-09-05;L19;T089;30.24;680;0.026
2015-09-05;L19;T047;30.24;680;0.026
2015-09-04;L19;T039;67.87;650;0.0307
2015-09-13;L19;T017;48.28;680;0.01
2015-09-20;L19;T013;21.98;1200;0.0244
2015-09-20;L19;T021;21.98;1200;0.0244
2015-09-17;L19;T007;42.14;680;0.0243
2015-09-16;L19;T087;15.7;1200;0.0161
2015-09-16;L19;T004;15.7;1200;0.0161
2015-09-16;L19;T081;15.7;1200;0.0161
2015-09-02;L19;T081;54.72;1200;0.0216
2015-09-05;L19;T009;25.87;650;0.0212
2015-09-05;L19;T009;25.87;650;0.0212
2015-09-25;L19;T012;13.6;650;0.017
2015-09-25;L19;T063;13.6;650;0.017
2015-09-25;L19;T068;13.6;650;0.017
2015-09-22;L19;T037;17.07;900;0.0144
2015-09-22;L19;T019;17.07;900;0.0144
2015-09-22;L19;T001;17.07;900;0.0144
2015-09-25;L19;T041;24.67;650;0.0281
2015-09-25;L19;T092;24.67;650;0.0281
2015-09-08;L19;T085;17.3;1200;0.0224
2015-09-08;L19;T068;17.3;1200;0.0224
2015-09-08;L19;T067;17.3;1200;0.0224
2015-09-06;L19;T047;42.44;1200;0.0124
2015-09-06;L19;T080;54.56;650;0.0224
2015-09-08;L19;T064;16.02;725;0.0264
2015-09-08;L19;T063;16.02;725;0.0264
2015-09-08;L19;T063;16.02;725;0.0264
2015-09-14;L19;T070;15.44;1200;0.0186
2015-09-14;L19;T098;15.44;1200;0.0186
2015-09-14;L19;T040;15.44;1200;0.0186
2015-09-10;L19;T021;16.09;680;0.0198
2015-09-10;L19;T083;16.09;680;0.0198
2015-09-10;L19;T032;16.09;680;0.0198
2015-09-25;L19;T063;19.3;900;0.0108
2015-09-25;L19;T059;19.3;900;0.0108
2015-09-25;L19;T015;19.3;900;0.0108
2015-09-16;L19;T096;27.02;900;0.0206
2015-09-16;L19;T056;27.02;900;0.0206
2015-09-27;L19;T094;13.04;1200;0.0154
2015-09-27;L19;T071;13.04;1200;0.0154
2015-09-27;L19;T007;13.04;1200;0.0154
2015-09-21;L19;T068;58.2;680;0.0146
2015-09-19;L19;T098;52.43;650;0.0225
2015-09-17;L19;T071;19.55;725;0.0111
2015-09-17;L19;T075;19.55;725;0.0111
2015-09-23;L19;T004;51.48;680;0.0152
2015-09-02;L19;T070;24.37;650;0.0211
2015-09-02;L19;T066;24.37;650;0.0211
2015-10-21;L19;T024;24.8;725;0.0233
2015-10-21;L19;T065;24.8;725;0.0233
2015-10-12;L19;T072;21.65;1200;0.026
2015-10-12;L19;T009;21.65;1200;0.026
2015-10-25;L19;T016;22.96;680;0.0158
2015-10-25;L19;T052;22.96;680;0.0158
2015-10-20;L19;T070;14.57;680;0.0139
2015-10-20;L19;T070;14.57;680;0.0139
2015-10-20;L19;T061;14.57;680;0.0139
2015-10-19;L19;T005;14.22;680;0.0199
2015-10-19;L19;T087;14.22;680;0.0199
2015-10-19;L19;T087;14.22;680;0.0199
2015-10-23;L19;T008;26.44;650;0.015
2015-10-23;L19;T061;26.44;650;0.015
2015-10-24;L19;T008;19.99;680;0.0116
2015-10-24;L19;T068;19.99;680;0.0116
2015-10-24;L19;T100;19.99;680;0.0116
2015-10-17;L19;T070;22.64;680;0.0272
2015-10-17;L19;T054;22.64;680;0.0272
2015-10-17;L19;T046;22.64;680;0.0272
2015-10-25;L19;T071;28.17;900;0.0136
2015-10-25;L19;T001;28.17;900;0.0136
2015-10-02;L19;T049;30.9;650;0.0205
2015-10-02;L19;T004;30.9;650;0.0205
2015-10-26;L19;T039;24.92;900;0.0256
2015-10-26;L19;T046;24.92;900;0.0256
2015-10-20;L19;T015;35.56;680;0.0275
2015-10-27;L19;T072;22.89;650;0.0219
2015-10-27;L19;T075;22.89;650;0.0219
2015-10-11;L19;T090;43;680;0.0234
2015-10-21;L19;T083;30.09;1200;0.0135
2015-10-18;L19;T030;16.48;725;0.0238
2015-10-18;L19;T056;16.48;725;0.0238
2015-10-18;L19;T028;16.48;725;0.0238
2015-10-17;L19;T001;23.41;900;0.022
2015-10-17;L19;T019;23.41;900;0.022
2015-10-15;L19;T084;50.65;900;0.015
2015-11-21;L19;T056;46.44;650;0.0133
2015-11-16;L19;T083;26.61;725;0.022
2015-11-16;L19;T007;26.61;725;0.022
2015-11-02;L19;T014;32.28;650;0.0205
2015-11-02;L19;T015;32.28;650;0.0205
2015-11-11;L19;T006;12.75;650;0.022
2015-11-11;L19;T016;12.75;650;0.022
2015-11-11;L19;T051;12.75;650;0.022
2015-11-25;L19;T070;13.31;900;0.0237
2015-11-25;L19;T091;13.31;900;0.0237
2015-11-25;L19;T003;13.31;900;0.0237
2015-11-15;L19;T056;16.71;680;0.023
2015-11-15;L19;T054;16.71;680;0.023
2015-11-15;L19;T052;16.71;680;0.023
2015-11-10;L19;T007;14.77;900;0.0164
2015-11-10;L19;T019;14.77;900;0.0164
2015-11-10;L19;T098;14.77;900;0.0164
2015-11-10;L19;T042;15.74;725;0.0146
2015-11-10;L19;T006;15.74;725;0.0146
2015-11-10;L19;T066;15.74;725;0.0146
2015-11-13;L19;T078;62.94;900;0.0225
2015-11-05;L19;T029;37.58;900;0.0293
2015-11-13;L19;T068;17.79;725;0.0246
2015-11-13;L19;T094;17.79;725;0.0246
2015-11-13;L19;T076;17.79;725;0.0246
2015-11-07;L19;T088;13.51;1200;0.031
2015-11-07;L19;T028;13.51;1200;0.031
2015-11-07;L19;T004;13.51;1200;0.031
2015-11-11;L19;T070;41.72;900;0.0197
2015-11-17;L19;T027;21.17;900;0.0152
2015-11-17;L19;T056;21.17;900;0.0152
2015-11-24;L19;T081;51.34;1200;0.0245
2015-11-19;L19;T097;17.92;650;0.0161
2015-11-19;L19;T081;17.92;650;0.0161
2015-11-19;L19;T012;17.92;650;0.0161
2015-11-20;L19;T075;15.67;680;0.0277
2015-11-20;L19;T005;15.67;680;0.0277
2015-11-20;L19;T088;15.67;680;0.0277
2015-11-02;L19;T100;15.02;1200;0.0142
2015-11-02;L19;T030;15.02;1200;0.0142
2015-11-02;L19;T024;15.02;1200;0.0142
2015-12-16;L19;T033;26.89;650;0.0189
2015-12-16;L19;T095;26.89;650;0.0189
2015-12-27;L19;T026;60.58;1200;0.0185
2015-12-13;L19;T082;14.24;680;0.0136
2015-12-13;L19;T052;14.24;680;0.0136
2015-12-13;L19;T005;14.24;680;0.0136
2015-12-14;L19;T092;30.22;680;0.0189
2015-12-14;L19;T062;30.22;680;0.0189
2015-12-18;L19;T082;25.25;650;0.0241
2015-12-18;L19;T010;25.25;650;0.0241
2015-12-07;L19;T045;30.24;900;0.0222
2015-12-07;L19;T041;30.24;900;0.0222
2015-12-13;L19;T085;18.99;900;0.0211
2015-12-13;L19;T020;18.99;900;0.0211
2015-12-13;L19;T056;18.99;900;0.0211
2015-12-25;L19;T035;54.57;650;0.0183
2015-12-26;L19;T010;25.39;650;0.0207
2015-12-26;L19;T036;25.39;650;0.0207
2015-12-28;L19;T020;44.97;650;0.0243
2015-12-01;L19;T017;25.17;1200;0.0192
2015-12-01;L19;T097;25.17;1200;0.0192
2015-12-26;L19;T073;49.78;1200;0.0207
2015-12-26;L19;T094;19.47;680;0.0221
2015-12-26;L19;T032;19.47;680;0.0221
2015-12-26;L19;T062;19.47;680;0.0221
2015-12-01;L19;T017;23.74;1200;0.0229
2015-12-01;L19;T095;23.74;1200;0.0229
2015-12-17;L19;T046;52.72;725;0.0166
2015-12-04;L19;T091;47.8;900;0.0178
2015-12-22;L19;T054;19.57;725;0.0284
2015-12-22;L19;T065;19.57;725;0.0284
2015-12-22;L19;T051;19.57;725;0.0284
2015-12-03;L19;T013;49.98;1200;0.0147
2015-01-28;L19;T083;13.23;680;0.006
2015-01-28;L19;T063;13.23;680;0.006
2015-01-28;L19;T068;13.23;680;0.006
2015-01-28;L19;T095;18.08;1200;0.0247
2015-01-28;L19;T036;18.08;1200;0.0247
2015-01-28;L19;T045;18.08;1200;0.0247
2015-01-10;L19;T058;21.56;900;0.0203
2015-01-10;L19;T025;21.56;900;0.0203
2015-01-07;L19;T022;21.68;1200;0.0238
2015-01-07;L19;T071;21.68;1200;0.0238
2015-01-14;L19;T015;51.27;900;0.0235
2015-01-16;L19;T099;14.26;1200;0.0215
2015-01-16;L19;T041;14.26;1200;0.0215
2015-01-16;L19;T027;14.26;1200;0.0215
2015-01-27;L19;T066;16.89;900;0.017
2015-01-27;L19;T064;16.89;900;0.017
2015-01-27;L19;T014;16.89;900;0.017
2015-01-02;L19;T093;56.68;1200;0.0256
2015-01-25;L19;T092;23.7;725;0.0283
2015-01-25;L19;T041;23.7;725;0.0283
2015-01-24;L19;T066;26.05;900;0.0253
2015-01-24;L19;T012;26.05;900;0.0253
2015-01-03;L19;T082;18.55;1200;0.0229
2015-01-03;L19;T012;18.55;1200;0.0229
2015-01-03;L19;T021;18.55;1200;0.0229
2015-01-13;L19;T041;20.51;680;0.0179
2015-01-13;L19;T051;20.51;680;0.0179
2015-01-10;L19;T082;27.36;900;0.0216
2015-01-10;L19;T018;27.36;900;0.0216
2015-01-22;L19;T024;43.7;725;0.017
2015-01-21;L19;T068;44.8;680;0.0267
2015-01-08;L19;T095;47.83;725;0.0166
2015-01-22;L19;T035;25.4;900;0.0188
2015-01-22;L19;T042;25.4;900;0.0188
2015-01-03;L19;T086;53.43;650;0.0244
2015-01-02;L19;T083;17.31;1200;0.0148
2015-01-02;L19;T064;17.31;1200;0.0148
2015-01-02;L19;T075;17.31;1200;0.0148
2015-02-24;L19;T064;33.18;680;0.0267
2015-02-21;L19;T085;23.61;1200;0.0211
2015-02-21;L19;T056;23.61;1200;0.0211
2015-02-25;L19;T023;21.01;1200;0.0219
2015-02-25;L19;T003;21.01;1200;0.0219
2015-02-06;L19;T085;18.08;1200;0.0253
2015-02-06;L19;T050;18.08;1200;0.0253
2015-02-06;L19;T021;18.08;1200;0.0253
2015-02-08;L19;T058;25.63;680;0.0154
2015-02-08;L19;T004;25.63;680;0.0154
2015-02-21;L19;T041;17.83;1200;0.0196
2015-02-21;L19;T098;17.83;1200;0.0196
2015-02-21;L19;T059;17.83;1200;0.0196
2015-02-05;L19;T040;15.93;1200;0.0197
2015-02-05;L19;T090;15.93;1200;0.0197
2015-02-05;L19;T034;15.93;1200;0.0197
2015-02-05;L19;T094;28.36;680;0.0225
2015-02-05;L19;T074;28.36;680;0.0225
2015-02-13;L19;T008;23.45;1200;0.0196
2015-02-13;L19;T059;23.45;1200;0.0196
2015-02-24;L19;T026;25.11;650;0.0215
2015-02-24;L19;T075;25.11;650;0.0215
2015-02-25;L19;T016;19.09;725;0.0205
2015-02-25;L19;T053;19.09;725;0.0205
2015-02-25;L19;T055;19.09;725;0.0205
2015-02-05;L19;T076;46.69;650;0.0212
2015-02-09;L19;T094;57.84;650;0.019
2015-02-19;L19;T020;46.01;680;0.0231
2015-02-01;L19;T080;15.03;650;0.021
2015-02-01;L19;T093;15.03;650;0.021
2015-02-01;L19;T091;15.03;650;0.021
2015-02-13;L19;T025;20.25;1200;0.0107
2015-02-13;L19;T059;20.25;1200;0.0107
2015-02-13;L19;T028;20.25;1200;0.0107
2015-02-21;L19;T075;16.53;680;0.0221
2015-02-21;L19;T021;16.53;680;0.0221
2015-02-21;L19;T037;16.53;680;0.0221
2015-02-14;L19;T061;17.7;725;0.0279
2015-02-14;L19;T047;17.7;725;0.0279
2015-02-14;L19;T029;17.7;725;0.0279
2015-02-22;L19;T099;25.09;900;0.0102
2015-02-22;L19;T037;25.09;900;0.0102
2015-04-01;L19;T043;16.49;1200;0.0193
2015-04-01;L19;T096;16.49;1200;0.0193
2015-04-01;L19;T018;16.49;1200;0.0193
2015-04-23;L19;T039;53.92;900;0.0138
2015-04-07;L19;T096;16.26;680;0.026
2015-04-07;L19;T061;16.26;680;0.026
2015-04-07;L19;T030;16.26;680;0.026
2015-04-14;L19;T006;16.14;900;0.0159
2015-04-14;L19;T049;16.14;900;0.0159
2015-04-14;L19;T069;16.14;900;0.0159
2015-04-25;L19;T002;23.59;1200;0.0187
2015-04-25;L19;T034;23.59;1200;0.0187
2015-04-03;L19;T094;59.32;725;0.0236
2015-04-14;L19;T012;60.33;900;0.0202
2015-04-04;L19;T038;25.66;650;0.0149
2015-04-04;L19;T078;25.66;650;0.0149
2015-04-22;L19;T001;52.75;900;0.0268
2015-04-19;L19;T100;16.36;680;0.0236
2015-04-19;L19;T076;16.36;680;0.0236
2015-04-19;L19;T087;16.36;680;0.0236
2015-04-18;L19;T007;32.5;900;0.0245
2015-04-18;L19;T005;32.5;900;0.0245
2015-04-18;L19;T004;16.33;725;0.0165
2015-04-18;L19;T089;16.33;725;0.0165
2015-04-18;L19;T063;16.33;725;0.0165
2015-04-19;L19;T042;28.1;725;0.0198
2015-04-19;L19;T017;28.1;725;0.0198
2015-04-18;L19;T063;32.15;1200;0.0167
2015-04-18;L19;T018;32.15;1200;0.0167
2015-04-10;L19;T077;30.01;680;0.0307
2015-04-10;L19;T005;30.01;680;0.0307
2015-04-18;L19;T026;18.08;1200;0.0173
2015-04-18;L19;T006;18.08;1200;0.0173
2015-04-18;L19;T023;18.08;1200;0.0173
2015-04-01;L19;T011;32.49;1200;0.0259
2015-04-01;L19;T050;32.49;1200;0.0259
2015-04-13;L19;T051;43.08;680;0.0159
2015-04-10;L19;T065;17.54;1200;0.0253
2015-04-10;L19;T004;17.54;1200;0.0253
2015-04-10;L19;T054;17.54;1200;0.0253
2015-04-05;L19;T010;25.66;680;0.0192
2015-04-05;L19;T041;25.66;680;0.0192
2015-04-21;L19;T084;16.24;680;0.0152
2015-04-21;L19;T061;16.24;680;0.0152
2015-04-21;L19;T068;16.24;680;0.0152
2015-04-28;L19;T040;18.59;1200;0.0177
2015-04-28;L19;T072;18.59;1200;0.0177
2015-04-28;L19;T019;18.59;1200;0.0177
2015-03-10;L19;T029;16.61;900;0.0199
2015-03-10;L19;T065;16.61;900;0.0199
2015-03-10;L19;T083;16.61;900;0.0199
2015-03-04;L19;T015;55.87;1200;0.0172
2015-03-18;L19;T031;16.54;650;0.016
2015-03-18;L19;T083;16.54;650;0.016
2015-03-18;L19;T010;16.54;650;0.016
2015-03-10;L19;T058;27.52;900;0.0237
2015-03-10;L19;T040;27.52;900;0.0237
2015-03-11;L19;T026;22.27;725;0.0145
2015-03-11;L19;T044;22.27;725;0.0145
2015-03-11;L19;T041;22.27;725;0.0145
2015-03-07;L19;T075;27.08;725;0.0189
2015-03-07;L19;T060;27.08;725;0.0189
2015-03-11;L19;T008;67.1;650;0.0163
2015-03-10;L19;T025;26.68;1200;0.0184
2015-03-10;L19;T052;26.68;1200;0.0184
2015-03-11;L19;T026;53.48;650;0.0261
2015-03-05;L19;T008;20.43;650;0.0311
2015-03-05;L19;T074;20.43;650;0.0311
2015-03-21;L19;T017;48.27;680;0.0128
2015-03-26;L19;T044;56.63;650;0.0255
2015-03-07;L19;T068;17.68;900;0.0158
2015-03-07;L19;T005;17.68;900;0.0158
